# Field        RA              Dec               RAx           DECx          GAL_LONG             GAL_LAT                USNO     Hari    Hari_dat   ugr     ugr_dat    comment      started   finished   observe   DR1-red   DR1-blue   ESO-red   ESO-blue   DR2-red   DR2-blue  
  vphas_1206   128.571428571   -44.5161290323    08:34:17.14   -44:30:58.1   262.90970492397435   -2.5431460673274793    43844    true    20140309   false   ""         ""           true      false      true      false     false      true      false      false     ""        
  vphas_1207   129.92481203    -44.5161290323    08:39:41.95   -44:30:58.1   263.4919387623835    -1.7732372925226432    55765    true    20130104   true    20130417   ""           true      true       true      true      false      true      true       true      true      
  vphas_1208   131.278195489   -44.5161290323    08:45:06.77   -44:30:58.1   264.08636416611415   -1.012880562444183     36545    true    20130104   true    20130417   ""           true      true       true      false     false      true      true       true      true      
  vphas_1209   132.631578947   -44.5161290323    08:50:31.58   -44:30:58.1   264.69302293367673   -0.26235683268039284   32575    true    20130104   true    20130417   ""           true      true       true      false     false      true      true       true      true      
  vphas_1210   133.984962406   -44.5161290323    08:55:56.39   -44:30:58.1   265.31195495138485   0.4780482825898351     23055    true    20150225   false   ""         ""           true      false      true      false     false      false     false      ""        ""        
  vphas_1211   135.338345865   -44.5161290323    09:01:21.20   -44:30:58.1   265.94319735427354   1.208044565593818      15110    true    20150225   false   ""         ""           true      false      true      false     false      false     false      ""        ""        
  vphas_1212   136.691729323   -44.5161290323    09:06:46.02   -44:30:58.1   266.5867836692155    1.9273372793342134     48152    true    20150225   false   ""         ""           true      false      true      false     false      false     false      ""        ""        
  vphas_1213   138.045112782   -44.5161290323    09:12:10.83   -44:30:58.1   267.2427429362019    2.635627277659185      49868    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_1214   139.398496241   -44.5161290323    09:17:35.64   -44:30:58.1   267.91109880350876   3.332611137940892      45763    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_1215   140.751879699   -44.5161290323    09:23:00.45   -44:30:58.1   268.59186860596105   4.017981327463394      32460    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_1216   142.105263158   -44.5161290323    09:28:25.26   -44:30:58.1   269.28506242335106   4.69142640007368       37279    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_1217   243.609022556   -44.5161290323    16:14:26.17   -44:30:58.1   336.5763739607528    4.693729007200434      45857    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_1218   244.962406015   -44.5161290323    16:19:50.98   -44:30:58.1   337.26961065341794   4.020325623784744      47375    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_1219   246.315789474   -44.5161290323    16:25:15.79   -44:30:58.1   337.95042331053725   3.334996041823002      58740    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_1220   247.669172932   -44.5161290323    16:30:40.60   -44:30:58.1   338.6188219837154    2.6380517221340893     95941    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_1221   249.022556391   -44.5161290323    16:36:05.41   -44:30:58.1   339.27482398586795   1.929800209763056      127489   true    20150509   false   ""         ""           true      false      true      false     false      false     false      ""        ""        
